29900;COCONUTS;7960.0;76.0;0
30000;COCONUTS;7961.0;162.0;0
30100;COCONUTS;7962.0;183.0;0
30200;COCONUTS;7961.0;174.0;0
30300;COCONUTS;7960.0;5.0;0
30400;COCONUTS;7959.0;0.0;0
30500;COCONUTS;7959.0;0.0;0
30600;COCONUTS;7959.0;0.0;0
30700;COCONUTS;7959.0;0.0;0
30800;COCONUTS;7959.0;0.0;0
30900;COCONUTS;7958.0;0.0;0
31000;COCONUTS;7957.0;0.0;0
31100;COCONUTS;7957.0;0.0;0
31200;COCONUTS;7958.0;0.0;0
31300;COCONUTS;7957.0;0.0;0
31400;COCONUTS;7957.0;0.0;0
31500;COCONUTS;7959.0;0.0;0
31600;COCONUTS;7959.0;0.0;0
31700;COCONUTS;7959.0;0.0;0
31800;COCONUTS;7958.0;0.0;0
31900;COCONUTS;7959.0;0.0;0
32000;COCONUTS;7959.0;0.0;0
32100;COCONUTS;7958.0;0.0;0
32200;COCONUTS;7958.0;0.0;0
32300;COCONUTS;7959.0;0.0;0
32400;COCONUTS;7958.0;0.0;0
32500;COCONUTS;7957.0;0.0;0
32600;COCONUTS;7958.0;0.0;0
32700;COCONUTS;7956.0;0.0;0
32800;COCONUTS;7958.0;0.0;0
32900;COCONUTS;7958.0;0.0;0
33000;COCONUTS;7957.0;0.0;0
33100;COCONUTS;7958.0;0.0;0
33200;COCONUTS;7958.0;0.0;0
33300;COCONUTS;7958.0;0.0;0
33400;COCONUTS;7957.0;0.0;0
33500;COCONUTS;7956.0;0.0;0
33600;COCONUTS;7956.0;0.0;0
33700;COCONUTS;7956.0;0.0;0
33800;COCONUTS;7957.0;0.0;0
33900;COCONUTS;7957.0;0.0;0
34000;COCONUTS;7957.0;0.0;0
34100;COCONUTS;7958.0;0.0;0
34200;COCONUTS;7956.0;0.0;0
34300;COCONUTS;7957.0;0.0;0
34400;COCONUTS;7960.0;0.0;0
34500;COCONUTS;7960.0;0.0;0
34600;COCONUTS;7960.0;0.0;0
34700;COCONUTS;7961.0;0.0;0
34800;COCONUTS;7961.0;0.0;0
34900;COCONUTS;7960.0;0.0;0
35000;COCONUTS;7960.0;0.0;0
35100;COCONUTS;7961.0;0.0;0
35200;COCONUTS;7961.0;0.0;0
35300;COCONUTS;7960.0;0.0;0
35400;COCONUTS;7960.0;0.0;0
35500;COCONUTS;7962.0;0.0;0
35600;COCONUTS;7960.0;0.0;0
35700;COCONUTS;7961.0;0.0;0
35800;COCONUTS;7961.0;0.0;0
35900;COCONUTS;7962.0;0.0;0
36000;COCONUTS;7960.0;0.0;0
36100;COCONUTS;7960.0;0.0;0
36200;COCONUTS;7959.0;0.0;0
36300;COCONUTS;7960.0;0.0;0
36400;COCONUTS;7960.0;0.0;0
36500;COCONUTS;7959.0;0.0;0
36600;COCONUTS;7959.0;0.0;0
36700;COCONUTS;7961.0;0.0;0
36800;COCONUTS;7961.0;0.0;0
36900;COCONUTS;7960.0;0.0;0
37000;COCONUTS;7959.0;0.0;0
37100;COCONUTS;7958.0;0.0;0
37200;COCONUTS;7959.0;0.0;0
37300;COCONUTS;7959.0;0.0;0
37400;COCONUTS;7960.0;0.0;0
37500;COCONUTS;7960.0;0.0;0
37600;COCONUTS;7959.0;0.0;0
37700;COCONUTS;7960.0;0.0;0
37800;COCONUTS;7958.0;0.0;0
37900;COCONUTS;7960.0;0.0;0
38000;COCONUTS;7961.0;0.0;0
38100;COCONUTS;7962.0;0.0;0
38200;COCONUTS;7965.0;0.0;0
38300;COCONUTS;7965.0;0.0;0
38400;COCONUTS;7964.0;0.0;0
38500;COCONUTS;7963.0;0.0;0
38600;COCONUTS;7964.0;0.0;0
38700;COCONUTS;7964.0;0.0;0
38800;COCONUTS;7963.0;0.0;0
38900;COCONUTS;7964.0;0.0;0
39000;COCONUTS;7965.0;0.0;0
39100;COCONUTS;7965.0;0.0;0
39200;COCONUTS;7964.0;0.0;0
39300;COCONUTS;7962.0;0.0;0
39400;COCONUTS;7962.0;0.0;0
39500;COCONUTS;7962.0;0.0;0
39600;COCONUTS;7959.0;0.0;0
39700;COCONUTS;7961.0;0.0;0
39800;COCONUTS;7961.0;0.0;0
39900;COCONUTS;7960.0;0.0;0
40000;COCONUTS;7960.0;0.0;0
40100;COCONUTS;7959.0;0.0;0
40200;COCONUTS;7959.0;0.0;0
40300;COCONUTS;7959.0;0.0;0
40400;COCONUTS;7957.0;0.0;0
40500;COCONUTS;7959.0;0.0;0
40600;COCONUTS;7959.0;0.0;0
